Hostname;CI;Location;Model;Status;Mac1;Mac2;Users
KBAM00598;2022030191;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:49:8b;d4:54:8b:b3:e4:12;"kbapb2, 21.07.2023 14:36:45
kbarbl, 15.06.2023 03:45:51
kbageg, 15.07.2023 19:53:53
kbatkz, 08.07.2023 20:26:33
kbaawo, 27.06.2023 13:17:58"
KBAM00598;2022030191;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:49:8b;d4:54:8b:b3:e4:12;"kbapb2, 21.07.2023 14:36:45
kbarbl, 15.06.2023 03:45:51
kbageg, 15.07.2023 19:53:53
kbatkz, 08.07.2023 20:26:33
kbaawo, 27.06.2023 13:17:58"
KBAM00598;2022030191;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:49:8b;d4:54:8b:b3:e4:12;"kbapb2, 21.07.2023 14:36:45
kbarbl, 15.06.2023 03:45:51
kbageg, 15.07.2023 19:53:53
kbatkz, 08.07.2023 20:26:33
kbaawo, 27.06.2023 13:17:58"
KBAM00598;2022030191;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:49:8b;d4:54:8b:b3:e4:12;"kbapb2, 21.07.2023 14:36:45
kbarbl, 15.06.2023 03:45:51
kbageg, 15.07.2023 19:53:53
kbatkz, 08.07.2023 20:26:33
kbaawo, 27.06.2023 13:17:58"
KBAM00598;2022030191;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:49:8b;d4:54:8b:b3:e4:12;"kbapb2, 21.07.2023 14:36:45
kbarbl, 15.06.2023 03:45:51
kbageg, 15.07.2023 19:53:53
kbatkz, 08.07.2023 20:26:33
kbaawo, 27.06.2023 13:17:58"
KBAM00608;2022030202;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:64:d3;d4:54:8b:b3:ce:c8;"kbapb2, 21.07.2023 15:51:51
kbageg, 19.06.2023 21:31:05
kbatkz, 14.07.2023 21:46:08"
KBAM00608;2022030202;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:64:d3;d4:54:8b:b3:ce:c8;"kbapb2, 21.07.2023 15:51:51
kbageg, 19.06.2023 21:31:05
kbatkz, 14.07.2023 21:46:08"
KBAM00608;2022030202;B.OG2.046;Latitude 5520;Active;b4:45:06:5b:64:d3;d4:54:8b:b3:ce:c8;"kbapb2, 21.07.2023 15:51:51
kbageg, 19.06.2023 21:31:05
kbatkz, 14.07.2023 21:46:08"
KBAM00610;2022030204;C.OG2.028;Latitude 5520;Active;b4:45:06:5b:5f:4f;60:dd:8e:f3:10:e2;"kbaaad, 01.07.2023 14:54:26
kbavbl, 17.06.2023 13:12:55
kbatbn, 23.06.2023 06:16:41
kbasrh, 01.07.2023 09:22:42
kbambk, 18.07.2023 09:23:22
kbafmh, 01.07.2023 14:54:26
kbagpz, 20.07.2023 17:35:58
kbassv, 01.07.2023 14:54:26
kbaawr, 13.07.2023 11:10:03"
KBAM00610;2022030204;C.OG2.028;Latitude 5520;Active;b4:45:06:5b:5f:4f;60:dd:8e:f3:10:e2;"kbaaad, 01.07.2023 14:54:26
kbavbl, 17.06.2023 13:12:55
kbatbn, 23.06.2023 06:16:41
kbasrh, 01.07.2023 09:22:42
kbambk, 18.07.2023 09:23:22
kbafmh, 01.07.2023 14:54:26
kbagpz, 20.07.2023 17:35:58
kbassv, 01.07.2023 14:54:26
kbaawr, 13.07.2023 11:10:03"
KBAM00610;2022030204;C.OG2.028;Latitude 5520;Active;b4:45:06:5b:5f:4f;60:dd:8e:f3:10:e2;"kbaaad, 01.07.2023 14:54:26
kbavbl, 17.06.2023 13:12:55
kbatbn, 23.06.2023 06:16:41
kbasrh, 01.07.2023 09:22:42
kbambk, 18.07.2023 09:23:22
kbafmh, 01.07.2023 14:54:26
kbagpz, 20.07.2023 17:35:58
kbassv, 01.07.2023 14:54:26
kbaawr, 13.07.2023 11:10:03"
KBAM00610;2022030204;C.OG2.028;Latitude 5520;Active;b4:45:06:5b:5f:4f;60:dd:8e:f3:10:e2;"kbaaad, 01.07.2023 14:54:26
kbavbl, 17.06.2023 13:12:55
kbatbn, 23.06.2023 06:16:41
kbasrh, 01.07.2023 09:22:42
kbambk, 18.07.2023 09:23:22
kbafmh, 01.07.2023 14:54:26
kbagpz, 20.07.2023 17:35:58
kbassv, 01.07.2023 14:54:26
kbaawr, 13.07.2023 11:10:03"
KBAM00614;2022030208;B.OG3.044;Latitude 5520;Active;b4:45:06:5b:64:cd;60:dd:8e:f4:da:f3;kbapb3, 23.07.2023 17:03:32
KBAM00629;2022120090;B.OG1.046;Latitude 5530;Active;C8:4B:D6:68:86:D2;8C:17:59:B8:F6:96;"kbapb1, 19.07.2023 11:20:47
kbatmu, 05.07.2023 23:29:11
kbaawo, 25.05.2023 09:04:07"
KBAM00629;2022120090;B.OG1.046;Latitude 5530;Active;C8:4B:D6:68:86:D2;8C:17:59:B8:F6:96;"kbapb1, 19.07.2023 11:20:47
kbatmu, 05.07.2023 23:29:11
kbaawo, 25.05.2023 09:04:07"
KBAM00629;2022120090;B.OG1.046;Latitude 5530;Active;C8:4B:D6:68:86:D2;8C:17:59:B8:F6:96;"kbapb1, 19.07.2023 11:20:47
kbatmu, 05.07.2023 23:29:11
kbaawo, 25.05.2023 09:04:07"
KBAW00312;2018120111;B.OG1.092;Optiplex 7060 MFF;Active;b8:85:84:9f:05:c2;d8:9c:67:b9:f1:3d;kbapb1, 10.07.2023 11:09:49
KBAW00372;2021070067;B.OG2.046;Optiplex 7070 MFF;Active;a4:bb:6d:6b:46:fa;8c:c8:4b:54:ce:8f;kbapb2, 25.07.2023 09:38:36
KBAW00387;2021070097;A.EG0.055;Optiplex 7070 MFF;Active;a4:bb:6d:49:e1:a6;8c:c8:4b:20:c3:c9;"kbapa1, 12.06.2023 15:35:19
kbapa2, 12.06.2023 15:35:19
kbapa3, 07.06.2023 17:02:27
kbapb3, 01.06.2023 15:02:36
kbairb, 25.07.2023 14:13:24
kbarhj, 12.05.2023 17:24:26
no user found, 13.07.2023 15:49:13
no user found, 22.05.2023 16:24:49"
KBAW00434;2023010054;B.EG0.008.a;OptiPlex 7000 MFF;Active;6C:3C:8C:19:EF:51;00:A5:54:21:CD:93;kbaawo, 18.07.2023 19:03:58
